filename,instruction,input,output
IMG_4704.jpeg,Rephrase the question,Is there a website for the mall?,Is there a website for the mall in the image?
IMG_4704.jpeg,Rephrase the question,What are the hours of operation for the mall?,What are the hours of operation for the mall in the image?
IMG_4704.jpeg,Rephrase the question,What is the parking situation at the mall?,What is the parking situation at the mall in the image?
IMG_4704.jpeg,Rephrase the question,Is there a public transportation stop near the mall?,Is there a public transportation stop near the mall in the image?
IMG_4704.jpeg,Rephrase the question,Is the mall accessible to people with disabilities?,Is the mall accessible to people with disabilities in the image?
IMG_4704.jpeg,Rephrase the question,What is the history of the mall?,What is the history of the mall in the image?
IMG_4704.jpeg,Rephrase the question,What are the future plans for the mall?,What are the future plans for the mall in the image?
IMG_4681.jpeg,Rephrase the question,What is the surface of the parking lot made of?,Can you identify the material used for the parking lot's surface?
IMG_4681.jpeg,Rephrase the question,What is the color of the building?,What color is the building painted?
IMG_4681.jpeg,Rephrase the question,How many windows are visible in the building?,How many windows can you count on the building?
IMG_4681.jpeg,Rephrase the question,What is the number of the building?,"Is there a visible building number? If so, what is it?"
IMG_4681.jpeg,Rephrase the question,Is there a sign on the building? What does it say?,"Does the building have a sign? If yes, what does it display?"
IMG_4681.jpeg,Rephrase the question,What is on the ground to the left of the building?,What object is located on the ground to the left of the building?
IMG_4681.jpeg,Rephrase the question,What is on the ground to the right of the building?,What object is located on the ground to the right of the building?
IMG_4681.jpeg,Rephrase the question,What is the color of the sky?,What color is the sky in the image?
IMG_4681.jpeg,Rephrase the question,Are there any trees in the image?,Are there any trees visible in the image?
IMG_4681.jpeg,Rephrase the question,Are there any bushes in the image?,Are there any bushes visible in the image?
IMG_4681.jpeg,Rephrase the question,What is the color of the flowers?,What color are the flowers in the image?
IMG_4681.jpeg,Rephrase the question,What is the condition of the sidewalk?,Describe the condition of the sidewalk.
IMG_4681.jpeg,Rephrase the question,Is there a curb cut?,Is there a curb cut present?
IMG_4681.jpeg,Rephrase the question,How many parking spaces are there?,How many parking spaces are available?
IMG_4681.jpeg,Rephrase the question,Are there any handicapped parking spaces?,Are there any designated handicapped parking spaces?
IMG_4681.jpeg,Rephrase the question,Where is the handicapped parking space located?,Where is the handicapped parking space located?
IMG_4681.jpeg,Rephrase the question,What is the number of the handicapped parking space?,What is the number of the handicapped parking space?
IMG_4681.jpeg,Rephrase the question,Is there a sign on the handicapped parking space? What does it say?,"Does the handicapped parking space have a sign? If yes, what does it say?"
IMG_4681.jpeg,Rephrase the question,What is the condition of the handicapped parking space?,Describe the condition of the handicapped parking space.
IMG_4681.jpeg,Rephrase the question,Is there a van in the handicapped parking space?,Is there a van parked in the handicapped parking space?
IMG_4681.jpeg,Rephrase the question,What is the color of the van?,What color is the van?
IMG_4681.jpeg,Rephrase the question,What is the make of the van?,What is the make of the van?
IMG_4681.jpeg,Rephrase the question,What is the model of the van?,What is the model of the van?
IMG_4681.jpeg,Rephrase the question,What is the license plate number of the van?,What is the license plate number of the van?
IMG_4681.jpeg,Rephrase the question,Is there a sticker on the van? What does it say?,"Does the van have any stickers? If yes, what do they say?"
IMG_4681.jpeg,Rephrase the question,Is there anything else in the image?,Are there any other objects or features visible in the image?
IMG_4681.jpeg,Rephrase the question,What is the weather like?,What is the weather condition depicted in the image?
IMG_4681.jpeg,Rephrase the question,Is it a clear day?,Is it a clear day in the image?
IMG_4681.jpeg,Rephrase the question,Is it a cloudy day?,Is it a cloudy day in the image?
IMG_4681.jpeg,Rephrase the question,Is it a rainy day?,Is it a rainy day in the image?
IMG_4697.jpeg,Rephrase the question,How many checkout lanes are there?,"Do you see any checkout lanes in the image? If yes, how many checkout lanes are there?"
IMG_4697.jpeg,Rephrase the question,How many lanes are self-checkout?,"Do you see any self-checkout lanes in the image? If yes, how many self-checkout lanes are there?"
IMG_4697.jpeg,Rephrase the question,How many lanes have cashiers?,"Do you see any cashier lanes in the image? If yes, how many cashier lanes are there?"
IMG_4697.jpeg,Rephrase the question,How many people are in line at the self-checkout lanes?,"Do you see any people in line at the self-checkout lanes in the image? If yes, how many people are in line at the self-checkout lanes?"
IMG_4697.jpeg,Rephrase the question,How many people are in line at the cashier lanes?,"Do you see any people in line at the cashier lanes in the image? If yes, how many people are in line at the cashier lanes?"
IMG_4697.jpeg,Rephrase the question,What is the number of the first self-checkout lane?,"Do you see a first self-checkout lane in the image? If yes, what is the number of the first self-checkout lane?"
IMG_4697.jpeg,Rephrase the question,What is the number of the last self-checkout lane?,"Do you see a last self-checkout lane in the image? If yes, what is the number of the last self-checkout lane?"
IMG_4697.jpeg,Rephrase the question,What is the number of the first cashier lane?,"Do you see a first cashier lane in the image? If yes, what is the number of the first cashier lane?"
IMG_4697.jpeg,Rephrase the question,What is the number of the last cashier lane?,"Do you see a last cashier lane in the image? If yes, what is the number of the last cashier lane?"
IMG_4697.jpeg,Rephrase the question,What is the total number of people in the checkout area?,"Do you see any people in the checkout area in the image? If yes, what is the total number of people in the checkout area?"
IMG_4697.jpeg,Rephrase the question,What is the color of the floor?,What is the color of the floor in the image?
IMG_4697.jpeg,Rephrase the question,What is the color of the ceiling?,What is the color of the ceiling in the image?
IMG_4697.jpeg,Rephrase the question,What is the color of the walls?,What is the color of the walls in the image?
IMG_4697.jpeg,Rephrase the question,What is the type of lighting used in the checkout area?,What type of lighting is used in the checkout area in the image?
IMG_4697.jpeg,Rephrase the question,What is the material of the checkout counters?,What is the material of the checkout counters in the image?
IMG_4697.jpeg,Rephrase the question,What is the material of the shopping carts?,What is the material of the shopping carts in the image?
IMG_4697.jpeg,Rephrase the question,What is the color of the shopping carts?,What is the color of the shopping carts in the image?
IMG_4697.jpeg,Rephrase the question,What is the size of the shopping carts?,What is the size of the shopping carts in the image?
IMG_4697.jpeg,Rephrase the question,What is the shape of the shopping carts?,What is the shape of the shopping carts in the image?
IMG_4697.jpeg,Rephrase the question,What is the brand name of the grocery store?,"Do you see a brand name of the grocery store in the image? If yes, what is the brand name of the grocery store?"
IMG_4697.jpeg,Rephrase the question,What is the location of the grocery store?,"Do you see a location of the grocery store in the image? If yes, what is the location of the grocery store?"
IMG_4697.jpeg,Rephrase the question,What are the hours of operation of the grocery store?,"Do you see any hours of operation of the grocery store in the image? If yes, what are the hours of operation of the grocery store?"
IMG_4697.jpeg,Rephrase the question,What are the payment methods accepted at the grocery store?,"Do you see any payment methods accepted at the grocery store in the image? If yes, what are the payment methods accepted at the grocery store?"
IMG_4697.jpeg,Rephrase the question,What is the return policy of the grocery store?,"Do you see a return policy of the grocery store in the image? If yes, what is the return policy of the grocery store?"
IMG_4697.jpeg,Rephrase the question,What is the customer service number of the grocery store?,"Do you see a customer service number of the grocery store in the image? If yes, what is the customer service number of the grocery store?"
IMG_4697.jpeg,Rephrase the question,What is the website of the grocery store?,"Do you see a website of the grocery store in the image? If yes, what is the website of the grocery store?"
IMG_4697.jpeg,Rephrase the question,What is the social media presence of the grocery store?,"Do you see any social media presence of the grocery store in the image? If yes, what is the social media presence of the grocery store?"
IMG_4697.jpeg,Rephrase the question,What are the current promotions and discounts offered by the grocery store?,"Do you see any current promotions and discounts offered by the grocery store in the image? If yes, what are the current promotions and discounts offered by the grocery store?"
IMG_4697.jpeg,Rephrase the question,What are the upcoming events and workshops hosted by the grocery store?,"Do you see any upcoming events and workshops hosted by the grocery store in the image? If yes, what are the upcoming events and workshops hosted by the grocery store?"
IMG_4697.jpeg,Rephrase the question,What is the history of the grocery store?,"Do you see any history of the grocery store in the image? If yes, what is the history of the grocery store?"
IMG_4711.jpeg,Rephrase the question,What is the name of the restaurant?,Can you identify the name of the restaurant from the image?
IMG_4711.jpeg,Rephrase the question,What is the slogan of the restaurant?,"Is there a slogan visible in the image? If so, what does it say?"
IMG_4711.jpeg,Rephrase the question,What is the main type of food served at the restaurant?,What type of cuisine is primarily featured in the image?
IMG_4711.jpeg,Rephrase the question,What are the different types of french fries served at the restaurant?,Are there any specific types of french fries shown in the image?
IMG_4711.jpeg,Rephrase the question,What are the different types of chicken combos served at the restaurant?,"Are there any chicken combos displayed in the image? If so, what are the different types?"
IMG_4711.jpeg,Rephrase the question,What are the different types of kids' combos served at the restaurant?,"Are there any kids' combos visible in the image? If so, what are the different types?"
IMG_4711.jpeg,Rephrase the question,What are the different types of fries combos served at the restaurant?,"Are there any fries combos shown in the image? If so, what are the different types?"
IMG_4711.jpeg,Rephrase the question,What are the different types of drinks served at the restaurant?,What types of drinks can you identify in the image?
IMG_4711.jpeg,Rephrase the question,What are the different types of desserts served at the restaurant?,"Are there any desserts visible in the image? If so, what are the different types?"
IMG_4711.jpeg,Rephrase the question,What are the different types of sauces served at the restaurant?,"Are there any sauces shown in the image? If so, what are the different types?"
IMG_4711.jpeg,Rephrase the question,What is the price of a small order of fries?,Is the price of a small order of fries visible in the image?
IMG_4711.jpeg,Rephrase the question,What is the price of a large order of fries?,Is the price of a large order of fries visible in the image?
IMG_4711.jpeg,Rephrase the question,What is the price of a small order of chicken?,Is the price of a small order of chicken visible in the image?
IMG_4711.jpeg,Rephrase the question,What is the price of a large order of chicken?,Is the price of a large order of chicken visible in the image?
IMG_4711.jpeg,Rephrase the question,What is the price of a kids' combo?,Is the price of a kids' combo visible in the image?
IMG_4711.jpeg,Rephrase the question,What is the price of a fries combo?,Is the price of a fries combo visible in the image?
IMG_4711.jpeg,Rephrase the question,What is the price of a drink?,Is the price of a drink visible in the image?
IMG_4711.jpeg,Rephrase the question,What is the price of a dessert?,Is the price of a dessert visible in the image?
IMG_4711.jpeg,Rephrase the question,What is the price of a sauce?,Is the price of a sauce visible in the image?
IMG_4711.jpeg,Rephrase the question,What is the total price of the order?,Is the total price of the order visible in the image?
IMG_4711.jpeg,Rephrase the question,What is the tax on the order?,Is the tax on the order visible in the image?
IMG_4711.jpeg,Rephrase the question,What is the tip on the order?,Is the tip on the order visible in the image?
IMG_4711.jpeg,Rephrase the question,What is the total amount of the order?,Is the total amount of the order visible in the image?
IMG_4711.jpeg,Rephrase the question,What is the name of the person who took the order?,Is the name of the person who took the order visible in the image?
IMG_4711.jpeg,Rephrase the question,What is the name of the person who prepared the order?,Is the name of the person who prepared the order visible in the image?
IMG_4711.jpeg,Rephrase the question,What is the name of the person who served the order?,Is the name of the person who served the order visible in the image?
IMG_4711.jpeg,Rephrase the question,What is the time of the order?,Is the time of the order visible in the image?
IMG_4711.jpeg,Rephrase the question,What is the date of the order?,Is the date of the order visible in the image?
IMG_4711.jpeg,Rephrase the question,What is the order number?,Is the order number visible in the image?
IMG_4711.jpeg,Rephrase the question,What is the phone number of the restaurant?,Is the phone number of the restaurant visible in the image?
IMG_4707.jpeg,Rephrase the question,What is the name of the first item on the menu?,"Do you see any text on the image that resembles a menu? If yes, can you identify the first item on the menu?"
IMG_4707.jpeg,Rephrase the question,What is the price of the first item on the menu?,"Do you see any text on the image that resembles a menu? If yes, can you identify the price of the first item on the menu?"
IMG_4707.jpeg,Rephrase the question,What is the name of the second item on the menu?,"Do you see any text on the image that resembles a menu? If yes, can you identify the second item on the menu?"
IMG_4707.jpeg,Rephrase the question,What is the price of the second item on the menu?,"Do you see any text on the image that resembles a menu? If yes, can you identify the price of the second item on the menu?"
IMG_4707.jpeg,Rephrase the question,What is the name of the third item on the menu?,"Do you see any text on the image that resembles a menu? If yes, can you identify the third item on the menu?"
IMG_4707.jpeg,Rephrase the question,What is the price of the third item on the menu?,"Do you see any text on the image that resembles a menu? If yes, can you identify the price of the third item on the menu?"
IMG_4707.jpeg,Rephrase the question,What is the name of the fourth item on the menu?,"Do you see any text on the image that resembles a menu? If yes, can you identify the fourth item on the menu?"
IMG_4707.jpeg,Rephrase the question,What is the price of the fourth item on the menu?,"Do you see any text on the image that resembles a menu? If yes, can you identify the price of the fourth item on the menu?"
IMG_4707.jpeg,Rephrase the question,What is the name of the fifth item on the menu?,"Do you see any text on the image that resembles a menu? If yes, can you identify the fifth item on the menu?"
IMG_4707.jpeg,Rephrase the question,What is the price of the fifth item on the menu?,"Do you see any text on the image that resembles a menu? If yes, can you identify the price of the fifth item on the menu?"
IMG_4707.jpeg,Rephrase the question,What is the name of the sixth item on the menu?,"Do you see any text on the image that resembles a menu? If yes, can you identify the sixth item on the menu?"
IMG_4707.jpeg,Rephrase the question,What is the price of the sixth item on the menu?,"Do you see any text on the image that resembles a menu? If yes, can you identify the price of the sixth item on the menu?"
IMG_4707.jpeg,Rephrase the question,What is the name of the seventh item on the menu?,"Do you see any text on the image that resembles a menu? If yes, can you identify the seventh item on the menu?"
IMG_4707.jpeg,Rephrase the question,What is the price of the seventh item on the menu?,"Do you see any text on the image that resembles a menu? If yes, can you identify the price of the seventh item on the menu?"
IMG_4707.jpeg,Rephrase the question,What is the name of the eighth item on the menu?,"Do you see any text on the image that resembles a menu? If yes, can you identify the eighth item on the menu?"
IMG_4707.jpeg,Rephrase the question,What is the price of the eighth item on the menu?,"Do you see any text on the image that resembles a menu? If yes, can you identify the price of the eighth item on the menu?"
IMG_4707.jpeg,Rephrase the question,What is the name of the ninth item on the menu?,"Do you see any text on the image that resembles a menu? If yes, can you identify the ninth item on the menu?"
IMG_4707.jpeg,Rephrase the question,What is the price of the ninth item on the menu?,"Do you see any text on the image that resembles a menu? If yes, can you identify the price of the ninth item on the menu?"
IMG_4707.jpeg,Rephrase the question,What is the name of the tenth item on the menu?,"Do you see any text on the image that resembles a menu? If yes, can you identify the tenth item on the menu?"
IMG_4707.jpeg,Rephrase the question,What is the price of the tenth item on the menu?,"Do you see any text on the image that resembles a menu? If yes, can you identify the price of the tenth item on the menu?"
IMG_4707.jpeg,Rephrase the question,What is the name of the eleventh item on the menu?,"Do you see any text on the image that resembles a menu? If yes, can you identify the eleventh item on the menu?"
IMG_4707.jpeg,Rephrase the question,What is the price of the eleventh item on the menu?,"Do you see any text on the image that resembles a menu? If yes, can you identify the price of the eleventh item on the menu?"
IMG_4707.jpeg,Rephrase the question,What is the name of the twelfth item on the menu?,"Do you see any text on the image that resembles a menu? If yes, can you identify the twelfth item on the menu?"
IMG_4707.jpeg,Rephrase the question,What is the price of the twelfth item on the menu?,"Do you see any text on the image that resembles a menu? If yes, can you identify the price of the twelfth item on the menu?"
IMG_4707.jpeg,Rephrase the question,What is the name of the thirteenth item on the menu?,"Do you see any text on the image that resembles a menu? If yes, can you identify the thirteenth item on the menu?"
IMG_4707.jpeg,Rephrase the question,What is the price of the thirteenth item on the menu?,"Do you see any text on the image that resembles a menu? If yes, can you identify the price of the thirteenth item on the menu?"
IMG_4707.jpeg,Rephrase the question,What is the name of the fourteenth item on the menu?,"Do you see any text on the image that resembles a menu? If yes, can you identify the fourteenth item on the menu?"
IMG_4707.jpeg,Rephrase the question,What is the price of the fourteenth item on the menu?,"Do you see any text on the image that resembles a menu? If yes, can you identify the price of the fourteenth item on the menu?"
IMG_4707.jpeg,Rephrase the question,What is the name of the fifteenth item on the menu?,"Do you see any text on the image that resembles a menu? If yes, can you identify the fifteenth item on the menu?"
IMG_4707.jpeg,Rephrase the question,What is the price of the fifteenth item on the menu?,"Do you see any text on the image that resembles a menu? If yes, can you identify the price of the fifteenth item on the menu?"
IMG_4726.jpeg,Rephrase the question,How many coats are there?,"Do you see any coats in the image? If yes, then how many coats are there?"
IMG_4726.jpeg,Rephrase the question,What is the color of the first coat?,"If there is more than one coat in the image, what is the color of the first coat?"
IMG_4726.jpeg,Rephrase the question,What is the color of the second coat?,"If there is more than one coat in the image, what is the color of the second coat?"
IMG_4726.jpeg,Rephrase the question,What is the color of the third coat?,"If there is more than two coats in the image, what is the color of the third coat?"
IMG_4726.jpeg,Rephrase the question,What is the color of the fourth coat?,"If there is more than three coats in the image, what is the color of the fourth coat?"
IMG_4726.jpeg,Rephrase the question,What is the color of the fifth coat?,"If there is more than four coats in the image, what is the color of the fifth coat?"
IMG_4726.jpeg,Rephrase the question,What is the color of the sixth coat?,"If there is more than five coats in the image, what is the color of the sixth coat?"
IMG_4726.jpeg,Rephrase the question,What is the color of the seventh coat?,"If there is more than six coats in the image, what is the color of the seventh coat?"
IMG_4726.jpeg,Rephrase the question,What is the color of the eighth coat?,"If there is more than seven coats in the image, what is the color of the eighth coat?"
IMG_4726.jpeg,Rephrase the question,What is the color of the ninth coat?,"If there is more than eight coats in the image, what is the color of the ninth coat?"
IMG_4726.jpeg,Rephrase the question,What is the color of the tenth coat?,"If there is more than nine coats in the image, what is the color of the tenth coat?"
IMG_4726.jpeg,Rephrase the question,What is the color of the eleventh coat?,"If there is more than ten coats in the image, what is the color of the eleventh coat?"
IMG_4726.jpeg,Rephrase the question,What is the color of the twelfth coat?,"If there is more than eleven coats in the image, what is the color of the twelfth coat?"
IMG_4726.jpeg,Rephrase the question,What is the color of the thirteenth coat?,"If there is more than twelve coats in the image, what is the color of the thirteenth coat?"
IMG_4726.jpeg,Rephrase the question,What is the color of the fourteenth coat?,"If there is more than thirteen coats in the image, what is the color of the fourteenth coat?"
IMG_4726.jpeg,Rephrase the question,What is the color of the fifteenth coat?,"If there is more than fourteen coats in the image, what is the color of the fifteenth coat?"
IMG_4726.jpeg,Rephrase the question,What is the color of the sixteenth coat?,"If there is more than fifteen coats in the image, what is the color of the sixteenth coat?"
IMG_4726.jpeg,Rephrase the question,What is the color of the seventeenth coat?,"If there is more than sixteen coats in the image, what is the color of the seventeenth coat?"
IMG_4726.jpeg,Rephrase the question,What is the color of the eighteenth coat?,"If there is more than seventeen coats in the image, what is the color of the eighteenth coat?"
IMG_4726.jpeg,Rephrase the question,What is the color of the nineteenth coat?,"If there is more than eighteen coats in the image, what is the color of the nineteenth coat?"
IMG_4726.jpeg,Rephrase the question,What is the color of the twentieth coat?,"If there is more than nineteen coats in the image, what is the color of the twentieth coat?"
IMG_4726.jpeg,Rephrase the question,What is the color of the twenty-first coat?,"If there is more than twenty coats in the image, what is the color of the twenty-first coat?"
IMG_4726.jpeg,Rephrase the question,What is the color of the twenty-second coat?,"If there is more than twenty-one coats in the image, what is the color of the twenty-second coat?"
IMG_4726.jpeg,Rephrase the question,What is the color of the twenty-third coat?,"If there is more than twenty-two coats in the image, what is the color of the twenty-third coat?"
IMG_4726.jpeg,Rephrase the question,What is the color of the twenty-fourth coat?,"If there is more than twenty-three coats in the image, what is the color of the twenty-fourth coat?"
IMG_4726.jpeg,Rephrase the question,What is the color of the twenty-fifth coat?,"If there is more than twenty-four coats in the image, what is the color of the twenty-fifth coat?"
IMG_4726.jpeg,Rephrase the question,What is the color of the twenty-sixth coat?,"If there is more than twenty-five coats in the image, what is the color of the twenty-sixth coat?"
IMG_4726.jpeg,Rephrase the question,What is the color of the twenty-seventh coat?,"If there is more than twenty-six coats in the image, what is the color of the twenty-seventh coat?"
IMG_4726.jpeg,Rephrase the question,What is the color of the twenty-eighth coat?,"If there is more than twenty-seven coats in the image, what is the color of the twenty-eighth coat?"
IMG_4726.jpeg,Rephrase the question,What is the color of the twenty-ninth coat?,"If there is more than twenty-eight coats in the image, what is the color of the twenty-ninth coat?"
IMG_4706.jpeg,Rephrase the question,What is the name of the store on the left?,"Do you see any store names on the left side of the image? If yes, what is the name of the store?"
IMG_4706.jpeg,Rephrase the question,What is the name of the store on the right?,"Do you see any store names on the right side of the image? If yes, what is the name of the store?"
IMG_4706.jpeg,Rephrase the question,What is the name of the store in the distance?,"Do you see any store names in the distance? If yes, what is the name of the store?"
IMG_4706.jpeg,Rephrase the question,What is the name of the food court?,"Do you see any food court signs in the image? If yes, what is the name of the food court?"
IMG_4706.jpeg,Rephrase the question,Where are the restrooms located?,"Do you see any restroom signs in the image? If yes, where are the restrooms located?"
IMG_4706.jpeg,Rephrase the question,Where is the nearest escalator?,"Do you see any escalator signs in the image? If yes, where is the nearest escalator?"
IMG_4706.jpeg,Rephrase the question,Where is the nearest elevator?,"Do you see any elevator signs in the image? If yes, where is the nearest elevator?"
IMG_4706.jpeg,Rephrase the question,Where is the nearest ATM?,"Do you see any ATM signs in the image? If yes, where is the nearest ATM?"
IMG_4706.jpeg,Rephrase the question,Where is the nearest payphone?,"Do you see any payphone signs in the image? If yes, where is the nearest payphone?"
IMG_4706.jpeg,Rephrase the question,Where is the nearest drinking fountain?,"Do you see any drinking fountain signs in the image? If yes, where is the nearest drinking fountain?"
IMG_4706.jpeg,Rephrase the question,Where is the nearest seating area?,"Do you see any seating areas in the image? If yes, where is the nearest seating area?"
IMG_4706.jpeg,Rephrase the question,What is the color of the floor?,What is the color of the floor in the image?
IMG_4706.jpeg,Rephrase the question,What is the color of the walls?,What is the color of the walls in the image?
IMG_4706.jpeg,Rephrase the question,What is the color of the ceiling?,What is the color of the ceiling in the image?
IMG_4706.jpeg,Rephrase the question,What is the type of lighting used in the mall?,What type of lighting is used in the mall in the image?
IMG_4706.jpeg,Rephrase the question,What is the temperature in the mall?,What is the temperature in the mall in the image?
IMG_4706.jpeg,Rephrase the question,What is the humidity in the mall?,What is the humidity in the mall in the image?
IMG_4706.jpeg,Rephrase the question,What is the air quality in the mall?,What is the air quality in the mall in the image?
IMG_4706.jpeg,Rephrase the question,What is the noise level in the mall?,What is the noise level in the mall in the image?
IMG_4706.jpeg,Rephrase the question,What is the smell of the mall?,What is the smell of the mall in the image?
IMG_4706.jpeg,Rephrase the question,What is the texture of the floor?,What is the texture of the floor in the image?
IMG_4706.jpeg,Rephrase the question,What is the texture of the walls?,What is the texture of the walls in the image?
IMG_4706.jpeg,Rephrase the question,What is the texture of the ceiling?,What is the texture of the ceiling in the image?
IMG_4706.jpeg,Rephrase the question,What is the texture of the furniture?,What is the texture of the furniture in the image?
IMG_4706.jpeg,Rephrase the question,What is the texture of the decorations?,What is the texture of the decorations in the image?
IMG_4706.jpeg,Rephrase the question,What is the overall atmosphere of the mall?,What is the overall atmosphere of the mall in the image?
IMG_4706.jpeg,Rephrase the question,How crowded is the mall?,How crowded is the mall in the image?
IMG_4706.jpeg,Rephrase the question,What is the age range of the people in the mall?,What is the age range of the people in the mall in the image?
IMG_4706.jpeg,Rephrase the question,What is the gender ratio of the people in the mall?,What is the gender ratio of the people in the mall in the image?
IMG_4706.jpeg,Rephrase the question,What is the racial makeup of the people in the mall?,What is the racial makeup of the people in the mall in the image?
IMG_4696.jpeg,Rephrase the question,What is the store's name?,"Do you see any store names in the image? If yes, what is the name of the store?"
IMG_4696.jpeg,Rephrase the question,What is the name of the section we are in?,"Do you see any section names in the image? If yes, what is the name of the section we are in?"
IMG_4696.jpeg,Rephrase the question,What is the name of the section to the left?,"Do you see any section names in the image? If yes, what is the name of the section to the left?"
IMG_4696.jpeg,Rephrase the question,What is the name of the section to the right?,"Do you see any section names in the image? If yes, what is the name of the section to the right?"
IMG_4696.jpeg,Rephrase the question,What is the name of the section in the back?,"Do you see any section names in the image? If yes, what is the name of the section in the back?"
IMG_4696.jpeg,Rephrase the question,What is the name of the section in the front?,"Do you see any section names in the image? If yes, what is the name of the section in the front?"
IMG_4696.jpeg,Rephrase the question,What is the name of the section on the left side?,"Do you see any section names in the image? If yes, what is the name of the section on the left side?"
IMG_4696.jpeg,Rephrase the question,What is the name of the section on the right side?,"Do you see any section names in the image? If yes, what is the name of the section on the right side?"
IMG_4696.jpeg,Rephrase the question,What is the name of the section in the middle?,"Do you see any section names in the image? If yes, what is the name of the section in the middle?"
IMG_4696.jpeg,Rephrase the question,What is the name of the section in the back?,"Do you see any section names in the image? If yes, what is the name of the section in the back?"
IMG_4696.jpeg,Rephrase the question,What is the name of the section in the front?,"Do you see any section names in the image? If yes, what is the name of the section in the front?"
IMG_4696.jpeg,Rephrase the question,What is the name of the section on the left side?,"Do you see any section names in the image? If yes, what is the name of the section on the left side?"
IMG_4696.jpeg,Rephrase the question,What is the name of the section on the right side?,"Do you see any section names in the image? If yes, what is the name of the section on the right side?"
IMG_4696.jpeg,Rephrase the question,What is the name of the section in the middle?,"Do you see any section names in the image? If yes, what is the name of the section in the middle?"
IMG_4696.jpeg,Rephrase the question,What is the name of the section in the back?,"Do you see any section names in the image? If yes, what is the name of the section in the back?"
IMG_4696.jpeg,Rephrase the question,What is the name of the section in the front?,"Do you see any section names in the image? If yes, what is the name of the section in the front?"
IMG_4696.jpeg,Rephrase the question,What is the name of the section on the left side?,"Do you see any section names in the image? If yes, what is the name of the section on the left side?"
IMG_4696.jpeg,Rephrase the question,What is the name of the section on the right side?,"Do you see any section names in the image? If yes, what is the name of the section on the right side?"
IMG_4696.jpeg,Rephrase the question,What is the name of the section in the middle?,"Do you see any section names in the image? If yes, what is the name of the section in the middle?"
IMG_4696.jpeg,Rephrase the question,What is the name of the section in the back?,"Do you see any section names in the image? If yes, what is the name of the section in the back?"
IMG_4696.jpeg,Rephrase the question,What is the name of the section in the front?,"Do you see any section names in the image? If yes, what is the name of the section in the front?"
IMG_4696.jpeg,Rephrase the question,What is the name of the section on the left side?,"Do you see any section names in the image? If yes, what is the name of the section on the left side?"
IMG_4696.jpeg,Rephrase the question,What is the name of the section on the right side?,"Do you see any section names in the image? If yes, what is the name of the section on the right side?"
IMG_4696.jpeg,Rephrase the question,What is the name of the section in the middle?,"Do you see any section names in the image? If yes, what is the name of the section in the middle?"
IMG_4696.jpeg,Rephrase the question,What is the name of the section in the back?,"Do you see any section names in the image? If yes, what is the name of the section in the back?"
IMG_4696.jpeg,Rephrase the question,What is the name of the section in the front?,"Do you see any section names in the image? If yes, what is the name of the section in the front?"
IMG_4696.jpeg,Rephrase the question,What is the name of the section on the left side?,"Do you see any section names in the image? If yes, what is the name of the section on the left side?"
IMG_4696.jpeg,Rephrase the question,What is the name of the section on the right side?,"Do you see any section names in the image? If yes, what is the name of the section on the right side?"
IMG_4696.jpeg,Rephrase the question,What is the name of the section in the middle?,"Do you see any section names in the image? If yes, what is the name of the section in the middle?"
IMG_4696.jpeg,Rephrase the question,What is the name of the section in the back?,"Do you see any section names in the image? If yes, what is the name of the section in the back?"
IMG_4680.jpeg,Rephrase the question,What is the main color of the building?,Can you identify the dominant color of the building in the image?
IMG_4680.jpeg,Rephrase the question,What is the color of the sign?,What color is the sign displayed in the image?
IMG_4680.jpeg,Rephrase the question,What does the sign say?,Can you read the text on the sign in the image?
IMG_4680.jpeg,Rephrase the question,What is the color of the railing?,What color is the railing visible in the image?
IMG_4680.jpeg,Rephrase the question,What is the railing made of?,What material is the railing in the image constructed from?
IMG_4680.jpeg,Rephrase the question,What is the railing for?,What is the purpose of the railing in the image?
IMG_4680.jpeg,Rephrase the question,What is on the ground next to the railing?,What objects are located on the ground near the railing in the image?
IMG_4680.jpeg,Rephrase the question,What is the ground cover made of?,What type of material is the ground cover made of in the image?
IMG_4680.jpeg,Rephrase the question,Are there any plants?,Are there any plants visible in the image?
IMG_4680.jpeg,Rephrase the question,What kind of plants are there?,Can you identify the species of plants in the image?
IMG_4680.jpeg,Rephrase the question,What color are the plants?,What color are the plants in the image?
IMG_4680.jpeg,Rephrase the question,Are there any trees?,Are there any trees visible in the image?
IMG_4680.jpeg,Rephrase the question,What kind of trees are there?,Can you identify the species of trees in the image?
IMG_4680.jpeg,Rephrase the question,What is the weather like?,What is the weather condition depicted in the image?
IMG_4680.jpeg,Rephrase the question,Is it sunny or cloudy?,Is the weather in the image sunny or cloudy?
IMG_4680.jpeg,Rephrase the question,Is it hot or cold?,Is the weather in the image hot or cold?
IMG_4680.jpeg,Rephrase the question,Is it windy or calm?,Is the weather in the image windy or calm?
IMG_4680.jpeg,Rephrase the question,Is it raining or snowing?,Is there any precipitation (rain or snow) visible in the image?
IMG_4680.jpeg,Rephrase the question,Is there anything else you can see?,Are there any other notable objects or features visible in the image?
IMG_4680.jpeg,Rephrase the question,What is the overall appearance of the area?,What is the overall aesthetic of the area depicted in the image?
IMG_4680.jpeg,Rephrase the question,Is it clean or dirty?,Is the area in the image clean or dirty?
